ServiceName;Alias;Permission;Action;Description;AccessLevel;Resource
AWS Security Hub;securityhub;GetFreeTrialUsage [permission only];securityhub:GetFreeTrialUsage [permission only];Grants permission to retrieve information about Security Hub usage during the free trial period;Read;True
AWS Security Hub;securityhub;GetInsightFindingTrend [permission only];securityhub:GetInsightFindingTrend [permission only];Grants permission to retrieve an insight finding trend from Security Hub in order to generate a graph;Read;True
AWS Security Hub;securityhub;GetInsightResults;securityhub:GetInsightResults;Grants permission to retrieve insight results from Security Hub;Read;True
AWS Security Hub;securityhub;GetInsights;securityhub:GetInsights;Grants permission to retrieve Security Hub insights;List;True
AWS Security Hub;securityhub;GetInvitationsCount;securityhub:GetInvitationsCount;Grants permission to retrieve the count of Security Hub membership invitations sent to the account;Read;True
AWS Security Hub;securityhub;GetMasterAccount;securityhub:GetMasterAccount;Grants permission to retrieve details about the Security Hub master account;Read;True
AWS Security Hub;securityhub;GetMembers;securityhub:GetMembers;Grants permission to retrieve the details of Security Hub member accounts;Read;True
AWS Security Hub;securityhub;GetUsage [permission only];securityhub:GetUsage [permission only];Grants permission to retrieve information about Security Hub usage by accounts;Read;True
AWS Security Hub;securityhub;InviteMembers;securityhub:InviteMembers;Grants permission to invite other AWS accounts to become Security Hub member accounts;Write;True
AWS Security Hub;securityhub;ListControlEvaluationSummaries [permission only];securityhub:ListControlEvaluationSummaries [permission only];Grants permission to retrieve a list of controls for a standard, including the control IDs, statuses and finding counts;Read;True
AWS Security Hub;securityhub;ListEnabledProductsForImport;securityhub:ListEnabledProductsForImport;Grants permission to retrieve the Security Hub integrated products that are currently enabled;List;True
AWS Security Hub;securityhub;ListFindingAggregators;securityhub:ListFindingAggregators;Grants permission to retrieve a list of finding aggregators, which contain the cross-Region finding aggregation configuration;List;False
AWS Security Hub;securityhub;ListInvitations;securityhub:ListInvitations;Grants permission to retrieve the Security Hub invitations sent to the account;List;True
AWS Security Hub;securityhub;ListMembers;securityhub:ListMembers;Grants permission to retrieve details about Security Hub member accounts associated with the administrator account;List;True
AWS Security Hub;securityhub;ListOrganizationAdminAccounts;securityhub:ListOrganizationAdminAccounts;Grants permission to list the Security Hub administrator accounts for your organization;List;True
AWS Security Hub;securityhub;ListSecurityControlDefinitions [permission only];securityhub:ListSecurityControlDefinitions [permission only];Grants permission to retrieve a list of security control definitions, which contain cross-Region control details for security controls;List;False
AWS Security Hub;securityhub;ListTagsForResource;securityhub:ListTagsForResource;Grants permission to list of tags associated with a resource;Read;True
AWS Security Hub;securityhub;SendFindingEvents [permission only];securityhub:SendFindingEvents [permission only];Grants permission to use a custom action to send Security Hub findings to Amazon EventBridge;Read;True
AWS Security Hub;securityhub;SendInsightEvents [permission only];securityhub:SendInsightEvents [permission only];Grants permission to use a custom action to send Security Hub insights to Amazon EventBridge;Read;True
AWS Security Hub;securityhub;TagResource;securityhub:TagResource;Grants permission to add tags to a Security Hub resource;Tagging;True
AWS Security Hub;securityhub;UntagResource;securityhub:UntagResource;Grants permission to remove tags from a Security Hub resource;Tagging;True
AWS Security Hub;securityhub;UpdateActionTarget;securityhub:UpdateActionTarget;Grants permission to update custom actions in Security Hub;Write;True
AWS Security Hub;securityhub;UpdateFindingAggregator;securityhub:UpdateFindingAggregator;Grants permission to update a finding aggregator, which contains the cross-Region finding aggregation configuration;Write;True
AWS Security Hub;securityhub;UpdateFindings;securityhub:UpdateFindings;Grants permission to update Security Hub findings;Write;True
AWS Security Hub;securityhub;UpdateInsight;securityhub:UpdateInsight;Grants permission to update insights in Security Hub;Write;True
AWS Security Hub;securityhub;UpdateOrganizationConfiguration;securityhub:UpdateOrganizationConfiguration;Grants permission to update the organization configuration for Security Hub;Write;True
AWS Security Hub;securityhub;UpdateSecurityHubConfiguration;securityhub:UpdateSecurityHubConfiguration;Grants permission to update Security Hub configuration;Write;True
AWS Security Hub;securityhub;UpdateStandardsControl;securityhub:UpdateStandardsControl;Grants permission to update Security Hub standards controls;Write;True
AWS Security Token Service;sts;AssumeRole;sts:AssumeRole;Grants permission to obtain a set of temporary security credentials that you can use to access AWS resources that you might not normally have access to;Write;True
AWS Security Token Service;sts;AssumeRoleWithSAML;sts:AssumeRoleWithSAML;Grants permission to obtain a set of temporary security credentials for users who have been authenticated via a SAML authentication response;Write;True
AWS Security Token Service;sts;AssumeRoleWithWebIdentity;sts:AssumeRoleWithWebIdentity;Grants permission to obtain a set of temporary security credentials for users who have been authenticated in a mobile or web application with a web identity provider;Write;True
AWS Security Token Service;sts;DecodeAuthorizationMessage;sts:DecodeAuthorizationMessage;Grants permission to decode additional information about the authorization status of a request from an encoded message returned in response to an AWS request;Write;False
AWS Security Token Service;sts;GetAccessKeyInfo;sts:GetAccessKeyInfo;Grants permission to obtain details about the access key id passed as a parameter to the request;Read;False
AWS Security Token Service;sts;GetCallerIdentity;sts:GetCallerIdentity;Grants permission to obtain details about the IAM identity whose credentials are used to call the API;Read;False
AWS Security Token Service;sts;GetFederationToken;sts:GetFederationToken;Grants permission to obtain a set of temporary security credentials (consisting of an access key ID, a secret access key, and a security token) for a federated user;Read;True
AWS Security Token Service;sts;GetServiceBearerToken [permission only];sts:GetServiceBearerToken [permission only];Grants permission to obtain a STS bearer token for an AWS root user, IAM role, or an IAM user;Read;False
AWS Security Token Service;sts;GetSessionToken;sts:GetSessionToken;Grants permission to obtain a set of temporary security credentials (consisting of an access key ID, a secret access key, and a security token) for an AWS account or IAM user;Read;False
AWS Security Token Service;sts;SetSourceIdentity [permission only];sts:SetSourceIdentity [permission only];Grants permission to set a source identity on a STS session;Write;True
AWS Security Token Service;sts;TagSession [permission only];sts:TagSession [permission only];Grants permission to add tags to a STS session;Tagging;True
AWS Server Migration Service;sms;CreateApp;sms:CreateApp;Grants permission to create an application configuration to migrate on-premise application onto AWS;Write;False
AWS Server Migration Service;sms;CreateReplicationJob;sms:CreateReplicationJob;Grants permission to create a job to migrate on-premise server onto AWS;Write;False
AWS Server Migration Service;sms;DeleteApp;sms:DeleteApp;Grants permission to delete an existing application configuration;Write;False
AWS Server Migration Service;sms;DeleteAppLaunchConfiguration;sms:DeleteAppLaunchConfiguration;Grants permission to delete launch configuration for an existing application;Write;False
AWS Server Migration Service;sms;DeleteAppReplicationConfiguration;sms:DeleteAppReplicationConfiguration;Grants permission to delete replication configuration for an existing application;Write;False
AWS Server Migration Service;sms;DeleteAppValidationConfiguration;sms:DeleteAppValidationConfiguration;Grants permission to delete validation configuration for an existing application;Write;False
AWS Server Migration Service;sms;DeleteReplicationJob;sms:DeleteReplicationJob;Grants permission to delete an existing job to migrate on-premise server onto AWS;Write;False
AWS Server Migration Service;sms;DeleteServerCatalog;sms:DeleteServerCatalog;Grants permission to delete the complete list of on-premise servers gathered into AWS;Write;False
AWS Server Migration Service;sms;DisassociateConnector;sms:DisassociateConnector;Grants permission to disassociate a connector that has been associated;Write;False
AWS Server Migration Service;sms;GenerateChangeSet;sms:GenerateChangeSet;Grants permission to generate a changeSet for the CloudFormation stack of an application;Write;False
AWS Server Migration Service;sms;GenerateTemplate;sms:GenerateTemplate;Grants permission to generate a CloudFormation template for an existing application;Write;False
AWS Server Migration Service;sms;GetApp;sms:GetApp;Grants permission to get the configuration and statuses for an existing application;Read;False
AWS Server Migration Service;sms;GetAppLaunchConfiguration;sms:GetAppLaunchConfiguration;Grants permission to get launch configuration for an existing application;Read;False
AWS Server Migration Service;sms;GetAppReplicationConfiguration;sms:GetAppReplicationConfiguration;Grants permission to get replication configuration for an existing application;Read;False
AWS Server Migration Service;sms;GetAppValidationConfiguration;sms:GetAppValidationConfiguration;Grants permission to get validation configuration for an existing application;Read;False
AWS Server Migration Service;sms;GetAppValidationOutput;sms:GetAppValidationOutput;Grants permission to get notification sent from application validation script.;Read;False
AWS Server Migration Service;sms;GetConnectors;sms:GetConnectors;Grants permission to get all connectors that have been associated;Read;False
AWS Server Migration Service;sms;GetMessages [permission only];sms:GetMessages [permission only];Grants permission to gets messages from AWS Server Migration Service to Server Migration Connector;Read;False
AWS Server Migration Service;sms;GetReplicationJobs;sms:GetReplicationJobs;Grants permission to get all existing jobs to migrate on-premise servers onto AWS;Read;False
AWS Server Migration Service;sms;GetReplicationRuns;sms:GetReplicationRuns;Grants permission to get all runs for an existing job;Read;False
AWS Server Migration Service;sms;GetServers;sms:GetServers;Grants permission to get all servers that have been imported;Read;False
AWS Server Migration Service;sms;ImportAppCatalog;sms:ImportAppCatalog;Grants permission to import application catalog from AWS Application Discovery Service;Write;False
AWS Server Migration Service;sms;ImportServerCatalog;sms:ImportServerCatalog;Grants permission to gather a complete list of on-premise servers;Write;False
AWS Server Migration Service;sms;LaunchApp;sms:LaunchApp;Grants permission to create and launch a CloudFormation stack for an existing application;Write;False
AWS Server Migration Service;sms;ListApps;sms:ListApps;Grants permission to get a list of summaries for existing applications;List;False
AWS Server Migration Service;sms;NotifyAppValidationOutput;sms:NotifyAppValidationOutput;Grants permission to send notification for application validation script;Write;False
AWS Server Migration Service;sms;PutAppLaunchConfiguration;sms:PutAppLaunchConfiguration;Grants permission to create or update launch configuration for an existing application;Write;False
AWS Server Migration Service;sms;PutAppReplicationConfiguration;sms:PutAppReplicationConfiguration;Grants permission to create or update replication configuration for an existing application;Write;False
AWS Server Migration Service;sms;PutAppValidationConfiguration;sms:PutAppValidationConfiguration;Grants permission to put validation configuration for an existing application;Write;False
